idx	subject	confidence	is_duplicate	in_repo	drop_reason	url_rewritten	note	record_type	word_count	url	title
166	rag-retrieval	hi						markdown	1010	https://huggingface.co/vidore/colqwen2-v0.1	vidore/colqwen2-v0.1 · Hugging Face
167	_inbox	hi			dead or blocked page			markdown	15	https://learning.oreilly.com/library/view/pretrain-vision-and/9781804618257/B18942_TOC_ePub.xhtml	Access Denied
168	rag-retrieval	hi						markdown	1324	https://github.com/merveenoyan/smol-vision/blob/main/Finetune_ColPali.ipynb	smol-vision/Finetune_ColPali.ipynb at main · merveenoyan/smol-vision · GitHub
169	_inbox	hi			private Colab drive link, no content			bookmark	0	https://colab.research.google.com/drive/12v2u2IRcmda2fJTNZk88OLF246u_bfSH?usp=sharing	Google Colab
170	ml-foundations	hi						markdown	131	https://www.byhand.ai/p/computer-vision-lectures	Computer Vision Lectures - by Prof. Tom Yeh - AI by Hand ✍️
171	llm-finetuning	hi						bookmark	0	https://youtu.be/Ik6nbAjxLk4?si=R0hSkz3N3V6rWRLg	Fine tune Gemma 3, Qwen3, Llama 4, Phi 4 and Mistral Small with Unsloth and Transformers - YouTube
172	llm-finetuning	lo				yes	Colab -> raw GitHub notebook	bookmark	0	https://raw.githubusercontent.com/merveenoyan/smol-vision/main/Fine_tune_PaliGemma.ipynb	Google Colab
173	rag-retrieval	hi						markdown	3229	https://github.com/katanaml/sparrow	GitHub - katanaml/sparrow: Structured data extraction, instruction calling and agentic workflows with ML, LLM and Vision LLM · GitHub
174	llm-inference-optimization	hi					distributed-training paper, user-assigned to LRIO	markdown	187	https://arxiv.org/abs/2502.08145	[2502.08145] Democratizing AI: Open-source Scalable LLM Training on GPU-based Supercomputers
175	rag-retrieval	hi						markdown	2539	https://mistral.ai/solutions/document-ai	Document AI and OCR | Mistral AI
176	transformers	lo						markdown	415	https://huggingface.co/tasks/any-to-any	What is Any-to-Any? - Hugging Face
177	llm-finetuning	hi			truncated Colab URL, ambiguous (2-4 candidate notebooks)			bookmark	0	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/Qwen3_VL_(8B	Google Colab
178	rag-retrieval	hi						markdown	972	https://allenai.org/blog/olmocr-2	olmOCR 2: Unit test rewards for document OCR | Ai2
179	rag-retrieval	hi						markdown	635	https://huggingface.co/allenai/olmOCR-2-7B-1025-FP8	allenai/olmOCR-2-7B-1025-FP8 · Hugging Face
180	rag-retrieval	hi						markdown	520	https://huggingface.co/deepseek-ai/DeepSeek-OCR	deepseek-ai/DeepSeek-OCR · Hugging Face
181	ai-engineering	hi						markdown	265	https://www.deeplearning.ai/short-courses/improving-accuracy-of-llm-applications/?utm_campaign=lamini-launch&utm_content=304497717&utm_medium=social&utm_source=twitter&hss_channel=tw-992153930095251456	Improving Accuracy of LLM Applications - DeepLearning.AI
182	llm-finetuning	hi						markdown	4245	https://www.answer.ai/posts/2024-03-06-fsdp-qlora.html	You can now train a 70b language model at home – Answer.AI
183	llm-finetuning	lo						markdown	2507	https://huggingface.co/blog/visheratin/nomic-data-cleaning	Data exploration and filtering with Nomic Atlas
184	llm-landscape	hi						markdown	22298	https://buttondown.email/ainews/archive/ainews-cohere-command-r-anthropic-claude-tool-use/	[AINews] Cohere Command R+, Anthropic Claude Tool Use, OpenAI Finetuning • Buttondown
185	ai-engineering	hi						markdown	3449	https://huggingface.co/learn/cookbook/en/dspy_gepa	Prompt Optimization for Language Models with DSPy GEPA · Hugging Face
186	ai-engineering	hi						bookmark	0	https://youtube.com/playlist?list=PLuI8kc1bqP2junKkKVD-5441I8G7oXDTm&si=NmdhiqdX3ZokZ6dC	The Hands-on LLM Course - YouTube
187	ai-engineering	hi						markdown	1337	https://github.com/iusztinpaul/hands-on-llms?tab=readme-ov-file	GitHub - iusztinpaul/hands-on-llms: 🦖 𝗟𝗲𝗮𝗿𝗻 about 𝗟𝗟𝗠𝘀, 𝗟𝗟𝗠𝗢𝗽𝘀, and 𝘃𝗲𝗰𝘁𝗼𝗿 𝗗𝗕𝘀 for free by designing, training, and deploying a real-time financial advisor LLM system ~ 𝘴𝘰𝘶𝘳𝘤𝘦 𝘤𝘰𝘥𝘦 + 𝘷𝘪𝘥𝘦𝘰 & 𝘳𝘦𝘢𝘥𝘪𝘯𝘨 𝘮𝘢𝘵𝘦𝘳
188	transformers	hi						markdown	1555	https://github.com/rasbt/LLMs-from-scratch	GitHub - rasbt/LLMs-from-scratch: Implement a ChatGPT-like LLM in PyTorch from scratch, step by step · GitHub
189	transformers	lo						markdown	206	https://book.theaiedge.io/home	The Big Book of LLMs
190	llm-inference-optimization	hi						markdown	1700	https://huggingface.co/blog/kv-cache	KV Cache from scratch in nanoVLM
191	llm-finetuning	hi						markdown	1882	https://mlabonne.github.io/blog/posts/A_Beginners_Guide_to_LLM_Finetuning.html	A Beginner’s Guide to LLM Fine-Tuning – Maxime Labonne
192	llm-finetuning	hi						markdown	3285	https://github.com/eosphoros-ai/DB-GPT-Hub	GitHub - eosphoros-ai/DB-GPT-Hub: A repository that contains models, datasets, and fine-tuning techniques for DB-GPT, with the purpose of enhancing model performance in Text-to-SQL · GitHub
193	llm-finetuning	hi	dup					bookmark	0	https://youtube.com/live/pov3pLFMOPY?feature=share	QLoRA: Quantization for Fine Tuning - YouTube
194	llm-inference-optimization	hi						markdown	822	https://towardsdatascience.com/running-llama-2-on-cpu-inference-for-document-q-a-3d636037a3d8	Running Llama 2 on CPU Inference Locally for Document Q&A | Towards Data Science
195	ml-foundations	lo					title repaired from URL slug	markdown	1044	https://pub.towardsai.net/how-i-created-an-animation-of-the-embeddings-during-fine-tuning-2b8bdf49f822	How I created an animation of the embeddings during fine-tuning
196	llm-finetuning	hi						markdown	3564	https://huggingface.co/blog/rlhf	Illustrating Reinforcement Learning from Human Feedback (RLHF)
197	llm-finetuning	hi						markdown	372	https://www.deeplearning.ai/short-courses/reinforcement-learning-from-human-feedback/	Reinforcement Learning From Human Feedback - DeepLearning.AI
198	llm-finetuning	hi	dup					bookmark	0	https://youtube.com/live/hhiLw5Q_UFg?feature=share	John Schulman - Reinforcement Learning from Human Feedback: Progress and Challenges - YouTube
199	llm-finetuning	hi						markdown	2031	https://www.interconnects.ai/p/rlhf-resources	RLHF learning resources in 2024 - by Nathan Lambert
200	llm-finetuning	hi						markdown	2733	https://gist.github.com/yoavg/6bff0fecd65950898eba1bb321cfbd81?utm_source=substack&utm_medium=email	rl-for-llms.md · GitHub
201	llm-finetuning	hi						markdown	378	https://www.deeplearning.ai/short-courses/reinforcement-fine-tuning-llms-grpo/	Reinforcement Fine-Tuning LLMs With GRPO - DeepLearning.AI
202	llm-finetuning	hi						bookmark	0	https://www.youtube.com/watch?v=Z_JUqJBpVOk&list=PLs8w1Cdi-zvbUan-KlgwKN2CycndyKXXS&pp=gAQB	Reinforcement Learning with Human Feedback (RLHF) - How to train and fine-tune Transformer Models - YouTube
203	llm-finetuning	hi						markdown	204	https://arxiv.org/abs/2503.01067	[2503.01067] All Roads Lead to Likelihood: The Value of Reinforcement Learning in Fine-Tuning
204	llm-finetuning	hi						markdown	3586	https://docs.unsloth.ai/basics/reinforcement-learning-guide	Reinforcement Learning (RL) Guide | Unsloth Documentation
205	llm-finetuning	hi	dup					markdown	358	https://www.deeplearning.ai/short-courses/finetuning-large-language-models/?utm_campaign=finetuning-launch&utm_medium=video&utm_source=youtube&utm_content=teaser	Finetuning Large Language Models - DeepLearning.AI
206	llm-finetuning	hi						markdown	490	https://www.wandb.courses/courses/training-fine-tuning-LLMs	Training LLMs Course: Discover Fine-Tuning Techniques
207	llm-finetuning	hi						markdown	9464	https://sumanthrh.com/post/distributed-and-efficient-finetuning/	Everything about Distributed Training and Efficient Finetuning | Sumanth's Personal Website
208	_inbox	hi	dup		bare YouTube embed fragment			bookmark	0	https://www.youtube.com/embed/zbKz4g100SQ?start=414	YouTube
209	llm-finetuning	hi						markdown	2069	https://pytorch.org/blog/finetune-llms/?utm_content=278057354&utm_medium=social&utm_source=twitter&hss_channel=tw-776585502606721024	Finetune LLMs on your own consumer hardware using tools from PyTorch and Hugging Face ecosystem – PyTorch
210	llm-finetuning	hi						markdown	7	https://www.chrismccormick.ai/products/fine-tuning-bert-for-ner	ChrisMcCormick.AI
211	transformers	hi						markdown	424	https://github.com/kryvokhyzha/how-to-understand-bert	GitHub - kryvokhyzha/how-to-understand-bert: In this repository, I have collected different sources, visualizations, and code examples of BERT · GitHub
212	llm-finetuning	hi						bookmark	0	https://youtu.be/dA-NhCtrrVE	Low-rank Adaption of Large Language Models: Explaining the Key Concepts Behind LoRA - YouTube
213	transformers	hi						markdown	700	https://web.stanford.edu/~jurafsky/slp3/	Speech and Language Processing
214	transformers	hi						markdown	2284	https://github.com/karpathy/nanoGPT	GitHub - karpathy/nanoGPT: The simplest, fastest repository for training/finetuning medium-sized GPTs. · GitHub
215	transformers	hi						markdown	2398	https://github.com/karpathy/nanoGPT/blob/master/model.py	nanoGPT/model.py at master · karpathy/nanoGPT · GitHub
216	ml-foundations	hi						markdown	1272	https://e2eml.school/blog.html	Brandon Rohrer's blog
217	ml-foundations	hi						markdown	147	https://end-to-end-machine-learning.teachable.com/courses/enrolled/612528	Write a Neural Network Framework | End to End Machine Learning
218	ml-foundations	hi	dup					bookmark	0	https://www.youtube.com/watch?v=VMj-3S1tku0&list=PLAqhIrjkxbuWI23v9cThsA9GvCAUhRvKZ	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
219	ml-foundations	hi	dup					bookmark	0	https://m.youtube.com/watch?v=VMj-3S1tku0	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
220	ml-foundations	hi						markdown	13534	https://karpathy.github.io/neuralnets/	Hacker's guide to Neural Networks
221	ml-foundations	hi						markdown	2192	https://mattmazur.com/2015/03/17/a-step-by-step-backpropagation-example/	A Step by Step Backpropagation Example | Matt Mazur
222	ml-foundations	hi						markdown	3976	https://karpathy.github.io/2019/04/25/recipe/	A Recipe for Training Neural Networks
223	ml-foundations	lo						markdown	963	https://github.com/stas00/toolbox	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
224	ml-foundations	hi						markdown	6354	https://pyimagesearch.com/2022/12/26/automatic-differentiation-part-2-implementation-using-micrograd/	Automatic Differentiation Part 2: Implementation Using Micrograd - PyImageSearch
225	ml-foundations	hi						markdown	6529	https://pyimagesearch.com/2021/05/06/backpropagation-from-scratch-with-python/	Backpropagation from scratch with Python - PyImageSearch
226	ml-foundations	hi						bookmark	0	https://www.youtube.com/watch?v=QwZQrxIk6Dg&list=PLLHTzKZzVU9d_3TcHbyiAjl5qCbpJR-o0&index=2&t=1311s	03 – Inference with neural nets - YouTube
227	ml-foundations	hi	dup					bookmark	0	https://m.youtube.com/watch?v=QwZQrxIk6Dg	03 – Inference with neural nets - YouTube
228	ml-foundations	hi						markdown	278	https://lightning.ai/pages/courses/deep-learning-fundamentals/unit-1/unit-1-1/	What is Machine Learning? | Unit 1
229	ml-foundations	hi						markdown	587	https://mapie.readthedocs.io/en/latest/index.html#	MAPIE
230	ml-foundations	lo						markdown	309	https://github.com/labmlai/annotated_deep_learning_paper_implementations	GitHub - labmlai/annotated_deep_learning_paper_implementations: 🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, 
231	ml-foundations	hi						markdown	323	https://courses.d2l.ai/berkeley-stat-157/syllabus.html	Syllabus — STAT 157, Spring 19 documentation
232	ml-foundations	hi						bookmark	0	https://www.youtube.com/watch?v=DKSZHN7jftI&list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi	Tutorial 1- Introduction to Neural Network and Deep Learning - YouTube
233	ml-foundations	hi						markdown	52509	https://machinelearningmastery.com/implement-backpropagation-algorithm-scratch-python/	How to Code a Neural Network with Backpropagation In Python (from scratch) - MachineLearningMastery.com
234	ml-foundations	hi						bookmark	0	https://www.youtube.com/watch?v=CRB266Eyjkg&list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi&index=6	Tutorial 6-Chain Rule of Differentiation with BackPropagation - YouTube
235	ml-foundations	hi						bookmark	0	https://www.youtube.com/watch?v=lZrIPRnoGQQ&list=PLUl4u3cNGP63oMNUHXqIUcrkS2PivhN3k&index=29&t=58s	27. Backpropagation: Find Partial Derivatives - YouTube
236	ml-foundations	hi						markdown	189	https://ocw.mit.edu/courses/mathematics/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video-lectures/lecture-27-backpropagation-find-partial-derivatives/	Lecture 27: Backpropagation: Find Partial Derivatives | Matrix Methods in Data Analysis, Signal Processing, and Machine Learning | Mathematics | MIT OpenCourseWare
237	ml-foundations	hi						markdown	279	https://arxiv.org/abs/1502.05767	[1502.05767] Automatic differentiation in machine learning: a survey
238	ml-foundations	hi						markdown	7	http://timvieira.github.io/blog/post/2017/08/18/backprop-is-not-just-the-chain-rule/	Backprop Is Not Just the Chain Rule
239	ml-foundations	hi						PDF document	907	http://cs231n.stanford.edu/handouts/linear-backprop.pdf	Backpropagation for a Linear Layer
240	ml-foundations	hi						markdown	1919	http://colah.github.io/posts/2015-08-Backprop/	Calculus on Computational Graphs: Backpropagation -- colah's blog
241	ml-foundations	hi						markdown	3322	https://alexander-schiendorfer.github.io/2020/02/16/automatic-differentiation.html	Automatic Differentiation for Deep Learning, by example | Connecting deep dots
242	ml-foundations	hi						PDF document	571	http://cs231n.stanford.edu/slides/2020/section_2_annotated.pdf	Backpropagation
243	ml-foundations	hi						PDF document	571	http://cs231n.stanford.edu/slides/2020/section_2_backprop.pdf	Backpropagation
244	ml-foundations	hi						markdown	7773	http://neuralnetworksanddeeplearning.com/chap2.html	Neural networks and deep learning
245	ml-foundations	hi						PDF document	13266	http://yann.lecun.com/exdb/publis/pdf/lecun-98b.pdf	Ecient BackProp
246	ml-foundations	hi						PDF document	5199	http://cs231n.stanford.edu/slides/2020/lecture_4.pdf	Lecture 4:
247	ml-foundations	hi						markdown	3375	http://people.idsia.ch/~juergen/who-invented-backpropagation.html	Who Invented Backpropagation?
248	_inbox	hi			dead or blocked page			bookmark	0	https://dl.acm.org/doi/book/10.5555/201784	Just a moment...
249	ml-foundations	hi						markdown	704	https://brilliant.org/practice/backpropagation-vanishing-and-exploding-gradient/?p=1	Brilliant | Your Personal Tutor for Math and Coding
250	ml-foundations	hi						markdown	2198	https://leanpub.com/pytorch	Deep Learning with PyTorch Step-by-Step [Leanpub PDF/iPad/Kindle]
251	ai-engineering	hi						markdown	5897	https://huyenchip.com/2022/01/02/real-time-machine-learning-challenges-and-solutions.html	Real-time machine learning: challenges and solutions
252	ml-foundations	hi			dead or blocked page			bookmark	0	https://courses.edx.org/courses/course-v1:MITx+6.008.1x+3T2016/course/	Course | edX
253	ml-foundations	hi						markdown	2308	https://camdavidsonpilon.github.io/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers/#using-the-book	Bayesian Methods for Hackers
254	_inbox	hi			dead or blocked page			bookmark	0	https://courses.edx.org/courses/course-v1:MITx+6.008.1x+3T2016/courseware/1__Probability_and_Inference/intro_prob/?activate_block_id=block-v1%3AMITx%2B6.008.1x%2B3T2016%2Btype%40sequential%2Bblock%40intro_prob	Authentication | edX
255	ml-foundations	lo						markdown	3289	https://towardsdatascience.com/guide-to-file-formats-for-machine-learning-columnar-training-inferencing-and-the-feature-store-2e0c3d18d4f9	Comparing Performance of Big Data File Formats: A Practical Guide | Towards Data Science
256	llm-finetuning	lo						markdown	262	https://huggingface.co/mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis	mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis · Hugging Face
257	rag-retrieval	hi						markdown	2044	https://blog.llamaindex.ai/improving-retrieval-performance-by-fine-tuning-cohere-reranker-with-llamaindex-16c0c1f9b33b	Fine-Tune Cohere Reranker for Better RAG | LlamaIndex
258	_inbox	hi			dead or blocked page			markdown	30	https://towardsdatascience.com/a-guide-on-12-tuning-strategies-for-production-ready-rag-applications-7ca646833439	Page not found | Towards Data Science
259	ml-foundations	hi						markdown	3045	https://www.quantamagazine.org/artificial-neural-nets-finally-yield-clues-to-how-brains-learn-20210218/	Artificial Neural Nets Finally Yield Clues to How Brains Learn | Quanta Magazine
260	_inbox	hi			dead or blocked page			markdown	30	https://towardsdatascience.com/backpropagation-for-people-who-are-afraid-of-math-936a2cbebed7	Page not found | Towards Data Science
261	ml-foundations	hi						markdown	709	https://statmodeling.stat.columbia.edu/2020/12/03/how-to-think-about-correlation-its-the-slope-of-the-regression-when-x-and-y-have-been-standardized/	How to think about correlation? It’s the slope of the regression when x and y have been standardized. | Statistical Modeling, Causal Inference, and Social Science
262	ai-engineering	lo						markdown	2454	https://jordivillar.com/data/sql-is-all-you-need/	SQL Is All You Need - Jordi Villar
263	llm-landscape	hi						markdown	205	https://arxiv.org/abs/2307.09288	[2307.09288] Llama 2: Open Foundation and Fine-Tuned Chat Models
264	llm-landscape	hi						markdown	1914	https://lmsys.org/blog/2023-03-30-vicuna/	Vicuna: An Open-Source Chatbot Impressing GPT-4 with 90%* ChatGPT Quality - LMSYS Org
265	llm-inference-optimization	hi						markdown	3496	https://pytorch.org/blog/accelerating-generative-ai-2/	Accelerating Generative AI with PyTorch II: GPT, Fast – PyTorch
266	ai-engineering	hi						markdown	256	https://v0.dev/	v0 by Vercel - Build Full-Stack Web Apps with AI
267	ai-engineering	hi						markdown	1690	https://newsletter.vickiboykis.com/archive/my-favorite-use-case-for-ai-is-writing-logs/	My favorite use-case for AI is writing logs • Buttondown
268	ml-foundations	hi	dup					markdown	13534	http://karpathy.github.io/neuralnets/	Hacker's guide to Neural Networks
269	transformers	lo						markdown	1562	https://github.com/microsoft/nlp-recipes	GitHub - microsoft/nlp-recipes: Natural Language Processing Best Practices & Examples · GitHub
270	ai-engineering	hi						markdown	733	https://simonwillison.net/2025/Jun/25/gemini-cli/	Gemini CLI
271	llm-landscape	hi						markdown	698	https://simonwillison.net/2025/Jun/26/gemma-3n/	Introducing Gemma 3n: The developer guide
272	ai-engineering	lo						markdown	1654	https://slack.engineering/rebuilding-slack-com-b124c405c193	Rebuilding slack.com | Engineering at Slack
273	ml-foundations	hi						markdown	2232	http://yosinski.com/deepvis	Jason Yosinski
274	ml-foundations	hi						markdown	16790	http://neuralnetworksanddeeplearning.com/chap1.html	Neural networks and deep learning
275	_inbox	hi			dead or blocked page			bookmark	0	https://courses.edx.org/courses/course-v1:MITx+6.008.1x+3T2016/courseware/1__Probability_and_Inference/random_variables/	Authentication | edX
276	ml-foundations	hi						markdown	2351	https://www.jeremyjordan.me/nn-learning-rate/?utm_campaign=Revue%20newsletter&utm_medium=Newsletter&utm_source=NLP%20News	Setting the learning rate of your neural network.
277	ml-foundations	hi	dup					markdown	7773	http://neuralnetworksanddeeplearning.com/chap2.html#proof_of_the_four_fundamental_equations_(optional	Neural networks and deep learning
278	ml-foundations	hi	dup					markdown	16790	http://neuralnetworksanddeeplearning.com/chap1.html#implementing_our_network_to_classify_digits	Neural networks and deep learning
279	_inbox	hi			dead or blocked page			markdown	1	https://scs.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=99641f66-f459-4e83-af27-aaaf00fad1ff	Panopto
280	_inbox	hi	dup		dead or blocked page			markdown	1	https://scs.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=80d8045f-1cf8-435d-8362-aaaf00fabe2a	Panopto
281	ml-foundations	hi						markdown	1020	https://docs.fast.ai/quick_start.html	Quick start – fastai
282	ml-foundations	hi						markdown	474	https://cs230.stanford.edu/section/4/	Section 4 (Week 4)
283	ml-foundations	hi						markdown	2092	https://github.com/balavenkatesh3322/CV-pretrained-model	GitHub - balavenkatesh3322/CV-pretrained-model: A collection of computer vision pre-trained models. · GitHub
284	ml-foundations	hi						markdown	625	http://www.inference.org.uk/mackay/itila/book.html	David MacKay: Information Theory, Inference, and Learning Algorithms: The Book
285	ml-foundations	hi						bookmark	0	https://www.youtube.com/watch?v=i94OvYb6noo&list=PLkt2uSq6rBVctENoVBg1TpCC7OQi31AlC&index=4	CS231n Winter 2016: Lecture 4: Backpropagation, Neural Networks 1 - YouTube
286	ml-foundations	hi						markdown	111	http://iamtrask.github.io/	i am trask
287	cuda	hi						markdown	1664	https://eigenfoo.xyz/floating-point-deep-learning/	Floating-Point Formats and Deep Learning | George Ho
288	ml-foundations	hi						markdown	3627	https://kyunghyuncho.me/a-few-qa-from-the-course/	A few QA’s from the course F’20 <Deep Learning> – Kyunghyun Cho
289	ml-foundations	hi						markdown	212	https://arxiv.org/abs/2102.05242	[2102.05242] Patterns, predictions, and actions: A story about machine learning
290	ml-foundations	lo						markdown	5297	https://lilianweng.github.io/posts/2021-12-05-semi-supervised/	Learning with not Enough Data Part 1: Semi-Supervised Learning | Lil'Log
291	_inbox	hi			dead or blocked page			markdown	21	https://ai.facebook.com/blog/theseus-a-library-for-encoding-domain-knowledge-in-end-to-end-ai-models/	Error
292	ml-foundations	hi						markdown	1423	https://theorydish.blog/2021/12/16/backpropagation-%E2%89%A0-chain-rule/	Backpropagation ≠ Chain Rule – Theory Dish
293	ai-engineering	hi						markdown	4842	https://vickiboykis.com/2020/06/09/getting-machine-learning-to-production/	Getting machine learning to production | ✰Vicki Boykis✰
294	_inbox	hi			dead or blocked page			bookmark	0	https://www.science.org/content/article/ai-learns-write-computer-code-stunning-advance	Just a moment...
295	llm-landscape	hi						markdown	1525	https://openai.com/blog/how-should-ai-systems-behave	How should AI systems behave, and who should decide? | OpenAI
296	llm-landscape	hi						markdown	2554	https://huggingface.co/blog/falcon	The Falcon has landed in the Hugging Face ecosystem
297	llm-landscape	hi						markdown	2381	https://www.interconnects.ai/p/open-llm-company-playbook?utm_campaign=post&utm_medium=web	Open LLM company playbook - by Nathan Lambert
298	llm-inference-optimization	hi						markdown	247	https://huggingface.co/papers/2312.11514	Paper page - LLM in a flash: Efficient Large Language Model Inference with Limited Memory
299	llm-finetuning	lo						markdown	942	https://openai.com/research/weak-to-strong-generalization	Weak-to-strong generalization | OpenAI
300	llm-landscape	hi						markdown	184	https://arxiv.org/abs/2312.06550	[2312.06550] LLM360: Towards Fully Transparent Open-Source LLMs
301	llm-finetuning	hi						markdown	235	https://arxiv.org/abs/2312.06585	[2312.06585] Beyond Human Data: Scaling Self-Training for Problem-Solving with Language Models
302	llm-landscape	hi						markdown	679	https://mistral.ai/news/mixtral-of-experts/	Mixtral of experts | Mistral AI
303	llm-finetuning	hi						markdown	205	https://arxiv.org/abs/2305.14705	[2305.14705] Mixture-of-Experts Meets Instruction Tuning:A Winning Combination for Large Language Models
304	transformers	lo						markdown	182	https://arxiv.org/abs/2401.04088	[2401.04088] Mixtral of Experts
305	llm-inference-optimization	hi						markdown	635	https://bentoml.com/llm/	LLM Inference Handbook
306	llm-finetuning	hi						markdown	5963	https://thinkingmachines.ai/blog/on-policy-distillation/	On-Policy Distillation - Thinking Machines Lab
307	llm-inference-optimization	hi						markdown	3592	https://towardsdatascience.com/democratizing-llms-4-bit-quantization-for-optimal-llm-inference-be30cf4e0e34	Democratizing LLMs: 4-bit Quantization for Optimal LLM Inference | Towards Data Science
308	ai-engineering	hi						markdown	165	https://www.deeplearning.ai/short-courses/llmops/?utm_campaign=googlecloud3-launch&utm_medium=email&_hsmi=290334501&_hsenc=p2ANqtz-9jr1OzWwqmAssp0mRPz75TfbTXA_PFZShkcS6A5GvfJOq-ZXvfS5xdYVvTN1MZSat3Iui8MJ2H_KusyLCl8IL2zEylug&utm_content=290334501&utm_source=hs_email	LLMOps - DeepLearning.AI
309	llm-inference-optimization	hi						markdown	2365	https://github.com/microsoft/LLMLingua	GitHub - microsoft/LLMLingua: [EMNLP'23, ACL'24] To speed up LLMs' inference and enhance LLM's perceive of key information, compress the prompt and KV-Cache, which achieves up to 20x compression with minimal performance loss. · GitHub
310	llm-inference-optimization	lo						markdown	129	https://github.com/da-z/mlx-ui	GitHub - da-z/mlx-ui: A simple UI / Web / Frontend for MLX mlx-lm using Streamlit. · GitHub
311	llm-finetuning	lo						markdown	220	https://arxiv.org/abs/2401.08406	[2401.08406] RAG vs Fine-tuning: Pipelines, Tradeoffs, and a Case Study on Agriculture
312	transformers	lo						markdown	19	https://lightning.ai/lightning-ai/studios/pretrain-llms-tinyllama-1-1b	Pretrain LLMs - TinyLlama 1.1B - a Lightning template by adrian-111
313	llm-finetuning	hi						markdown	17	https://lightning.ai/lightning-ai/studios/finetune-llm-codellama-13b	Finetune LLM - CodeLlama 13B - a Lightning template by lantiga
314	llm-inference-optimization	hi						markdown	22	https://lightning.ai/lightning-ai/studios/optimized-llm-inference-api-for-mistral-7b-using-vllm?view=public&section=recent	Optimized LLM inference API for Mistral 7B using vLLM - a Lightning template by aniket
315	llm-landscape	lo					title repaired from URL slug	markdown	1324	https://medium.com/@georgeanil/visualizing-size-of-large-language-models-ec576caa5557	Visualizing the Size of Large Language Models
316	llm-finetuning	hi						markdown	223	https://huggingface.co/papers/2401.10020	Paper page - Self-Rewarding Language Models
317	llm-landscape	hi						markdown	634	https://stability.ai/news/introducing-stable-lm-2	Introducing Stable LM 2 1.6B — Stability AI
318	llm-finetuning	lo						markdown	1070	https://lingo-mit.github.io/deductive-closure/	Deductive Closure Training of Language Models for Coherence, Accuracy, and Updatability | Project page for the Deductive Closure Training.
319	llm-inference-optimization	hi						markdown	5200	https://github.com/karpathy/llama2.c	GitHub - karpathy/llama2.c: Inference Llama 2 in one file of pure C · GitHub
320	ml-foundations	hi	dup					markdown	111	https://iamtrask.github.io/	i am trask
321	llm-finetuning	hi						bookmark	0	https://youtube.com/watch?v=mrKuDK9dGlg&si=I_DP61Q8lh53hQG7	LLM Fine Tuning Crash Course: 1 Hour End-to-End Guide - YouTube
322	llm-inference-optimization	hi						markdown	19	https://lightning.ai/lightning-ai/studios/deploy-llm-chat-api-codellama-13b	Deploy LLM Chat API - CodeLlama 13B - a Lightning template by lantiga
323	ai-engineering	hi						markdown	2912	https://github.com/meta-llama/llama-cookbook/blob/85ea8691b46d02d22abf2c19f07dad18098ec7ad/examples/Prompt_Engineering_with_Llama_2.ipynb	Prompt_Engineering_with_Llama_2.ipynb · meta-llama/llama-cookbook (recovered @ 85ea8691)
324	llm-finetuning	lo						markdown	346	https://huggingface.co/papers/2401.08406	Paper page - RAG vs Fine-tuning: Pipelines, Tradeoffs, and a Case Study on Agriculture
325	llm-landscape	hi						markdown	2061	https://www.together.ai/	Together AI | The AI Native Cloud
326	llm-finetuning	hi						markdown	671	https://github.com/ashishpatel26/LLM-Finetuning	GitHub - ashishpatel26/LLM-Finetuning: LLM Finetuning with peft · GitHub
327	llm-finetuning	hi	dup					bookmark	0	https://youtu.be/mrKuDK9dGlg?si=ZJgWpR21-o4XidR6	LLM Fine Tuning Crash Course: 1 Hour End-to-End Guide - YouTube
328	transformers	hi						markdown	4830	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch03/02_bonus_efficient-multihead-attention/mha-implementations.ipynb	LLMs-from-scratch/ch03/02_bonus_efficient-multihead-attention/mha-implementations.ipynb at main · rasbt/LLMs-from-scratch · GitHub
329	llm-finetuning	hi						markdown	251	https://github.com/OpenAccess-AI-Collective/axolotl/blob/main/examples/llama-2/qlora-fsdp.yml	axolotl/examples/llama-2/qlora-fsdp.yml at main · axolotl-ai-cloud/axolotl · GitHub
330	ml-foundations	hi						markdown	84	https://seeing-theory.brown.edu/	Seeing Theory
331	llm-landscape	hi						markdown	593	https://research.ibm.com/blog/science-expert-LLM	IBM and NASA build language models to make scientific knowledge more accessible - IBM Research
