outcome	url	resulting_title
MARKDOWN	https://blog.llamaindex.ai/improving-retrieval-performance-by-fine-tuning-cohere-reranker-with-llamaindex-16c0c1f9b33b	Fine-Tune Cohere Reranker for Better RAG | LlamaIndex
MARKDOWN	https://towardsdatascience.com/a-guide-on-12-tuning-strategies-for-production-ready-rag-applications-7ca646833439	Page not found | Towards Data Science
MARKDOWN	https://www.quantamagazine.org/artificial-neural-nets-finally-yield-clues-to-how-brains-learn-20210218/	Artificial Neural Nets Finally Yield Clues to How Brains Learn | Quanta Magazine
MARKDOWN	https://towardsdatascience.com/backpropagation-for-people-who-are-afraid-of-math-936a2cbebed7	Page not found | Towards Data Science
MARKDOWN	https://statmodeling.stat.columbia.edu/2020/12/03/how-to-think-about-correlation-its-the-slope-of-the-regression-when-x-and-y-have-been-standardized/	How to think about correlation? It’s the slope of the regression when x and y have been standardized. | Statistical Modeling, Causal Inference, and Social Science
MARKDOWN	https://jordivillar.com/data/sql-is-all-you-need/	SQL Is All You Need - Jordi Villar
MARKDOWN	https://arxiv.org/abs/2307.09288	[2307.09288] Llama 2: Open Foundation and Fine-Tuned Chat Models
MARKDOWN	https://lmsys.org/blog/2023-03-30-vicuna/	Vicuna: An Open-Source Chatbot Impressing GPT-4 with 90%* ChatGPT Quality - LMSYS Org
MARKDOWN	https://pytorch.org/blog/accelerating-generative-ai-2/	Accelerating Generative AI with PyTorch II: GPT, Fast – PyTorch
MARKDOWN	https://v0.dev/	v0 by Vercel - Build Full-Stack Web Apps with AI
MARKDOWN	https://newsletter.vickiboykis.com/archive/my-favorite-use-case-for-ai-is-writing-logs/	My favorite use-case for AI is writing logs • Buttondown
MARKDOWN	http://karpathy.github.io/neuralnets/	Hacker's guide to Neural Networks
MARKDOWN	https://github.com/microsoft/nlp-recipes	GitHub - microsoft/nlp-recipes: Natural Language Processing Best Practices & Examples · GitHub
MARKDOWN	https://simonwillison.net/2025/Jun/25/gemini-cli/	Gemini CLI
MARKDOWN	https://simonwillison.net/2025/Jun/26/gemma-3n/	Introducing Gemma 3n: The developer guide
MARKDOWN	https://slack.engineering/rebuilding-slack-com-b124c405c193	Rebuilding slack.com | Engineering at Slack
MARKDOWN	http://yosinski.com/deepvis	Jason Yosinski
MARKDOWN	http://neuralnetworksanddeeplearning.com/chap1.html	Neural networks and deep learning
MARKDOWN	https://courses.edx.org/courses/course-v1:MITx+6.008.1x+3T2016/courseware/1__Probability_and_Inference/random_variables/	random_variables
MARKDOWN	https://www.jeremyjordan.me/nn-learning-rate/?utm_campaign=Revue%20newsletter&utm_medium=Newsletter&utm_source=NLP%20News	Setting the learning rate of your neural network.
MARKDOWN	http://neuralnetworksanddeeplearning.com/chap2.html#proof_of_the_four_fundamental_equations_(optional	Neural networks and deep learning
MARKDOWN	http://neuralnetworksanddeeplearning.com/chap1.html#implementing_our_network_to_classify_digits	Neural networks and deep learning
MARKDOWN	https://scs.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=99641f66-f459-4e83-af27-aaaf00fad1ff	Panopto
MARKDOWN	https://scs.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=80d8045f-1cf8-435d-8362-aaaf00fabe2a	Panopto
MARKDOWN	https://docs.fast.ai/quick_start.html	Quick start – fastai
MARKDOWN	https://cs230.stanford.edu/section/4/	Section 4 (Week 4)
MARKDOWN	https://github.com/balavenkatesh3322/CV-pretrained-model	GitHub - balavenkatesh3322/CV-pretrained-model: A collection of computer vision pre-trained models. · GitHub
MARKDOWN	http://www.inference.org.uk/mackay/itila/book.html	David MacKay: Information Theory, Inference, and Learning Algorithms: The Book
BOOKMARK	https://www.youtube.com/watch?v=i94OvYb6noo&list=PLkt2uSq6rBVctENoVBg1TpCC7OQi31AlC&index=4	CS231n Winter 2016: Lecture 4: Backpropagation, Neural Networks 1 - YouTube
MARKDOWN	http://iamtrask.github.io/	i am trask
MARKDOWN	https://distill.pub/2018/differentiable-parameterizations/	Differentiable Image Parameterizations
MARKDOWN	https://eigenfoo.xyz/floating-point-deep-learning/	Floating-Point Formats and Deep Learning | George Ho
MARKDOWN	https://kyunghyuncho.me/a-few-qa-from-the-course/	A few QA’s from the course F’20 <Deep Learning> – Kyunghyun Cho
MARKDOWN	https://www.digitalocean.com/community/conceptual_articles/s-o-l-i-d-the-first-five-principles-of-object-oriented-design	SOLID Design Principles Explained: Building Better Software Architecture | DigitalOcean
MARKDOWN	https://arxiv.org/abs/2102.05242	[2102.05242] Patterns, predictions, and actions: A story about machine learning
MARKDOWN	https://lilianweng.github.io/posts/2021-12-05-semi-supervised/	Learning with not Enough Data Part 1: Semi-Supervised Learning | Lil'Log
MARKDOWN	https://ai.facebook.com/blog/theseus-a-library-for-encoding-domain-knowledge-in-end-to-end-ai-models/	Error
MARKDOWN	https://theorydish.blog/2021/12/16/backpropagation-%E2%89%A0-chain-rule/	Backpropagation ≠ Chain Rule – Theory Dish
MARKDOWN	https://www.digitalocean.com/community/conceptual-articles/s-o-l-i-d-the-first-five-principles-of-object-oriented-design	SOLID Design Principles Explained: Building Better Software Architecture | DigitalOcean
MARKDOWN	https://vickiboykis.com/2020/06/09/getting-machine-learning-to-production/	Getting machine learning to production | ✰Vicki Boykis✰
MARKDOWN	https://www.science.org/content/article/ai-learns-write-computer-code-stunning-advance	ai-learns-write-computer-code-stunning-advance
MARKDOWN	https://openai.com/blog/how-should-ai-systems-behave	How should AI systems behave, and who should decide? | OpenAI
MARKDOWN	https://huggingface.co/blog/falcon	The Falcon has landed in the Hugging Face ecosystem
MARKDOWN	https://www.interconnects.ai/p/open-llm-company-playbook?utm_campaign=post&utm_medium=web	Open LLM company playbook - by Nathan Lambert
MARKDOWN	https://huggingface.co/papers/2312.11514	Paper page - LLM in a flash: Efficient Large Language Model Inference with Limited Memory
MARKDOWN	https://openai.com/research/weak-to-strong-generalization	Weak-to-strong generalization | OpenAI
MARKDOWN	https://arxiv.org/abs/2312.06550	[2312.06550] LLM360: Towards Fully Transparent Open-Source LLMs
MARKDOWN	https://arxiv.org/abs/2312.06585	[2312.06585] Beyond Human Data: Scaling Self-Training for Problem-Solving with Language Models
MARKDOWN	https://mistral.ai/news/mixtral-of-experts/	Mixtral of experts | Mistral AI
SKIP-DUP	https://huggingface.co/blog/moe	
MARKDOWN	https://arxiv.org/abs/2305.14705	[2305.14705] Mixture-of-Experts Meets Instruction Tuning:A Winning Combination for Large Language Models
MARKDOWN	https://arxiv.org/abs/2401.04088	[2401.04088] Mixtral of Experts
MARKDOWN	https://bentoml.com/llm/	LLM Inference Handbook
MARKDOWN	https://thinkingmachines.ai/blog/on-policy-distillation/	On-Policy Distillation - Thinking Machines Lab
MARKDOWN	https://towardsdatascience.com/democratizing-llms-4-bit-quantization-for-optimal-llm-inference-be30cf4e0e34	Democratizing LLMs: 4-bit Quantization for Optimal LLM Inference | Towards Data Science
MARKDOWN	https://www.deeplearning.ai/short-courses/llmops/?utm_campaign=googlecloud3-launch&utm_medium=email&_hsmi=290334501&_hsenc=p2ANqtz-9jr1OzWwqmAssp0mRPz75TfbTXA_PFZShkcS6A5GvfJOq-ZXvfS5xdYVvTN1MZSat3Iui8MJ2H_KusyLCl8IL2zEylug&utm_content=290334501&utm_source=hs_email	LLMOps - DeepLearning.AI
MARKDOWN	https://github.com/microsoft/LLMLingua	GitHub - microsoft/LLMLingua: [EMNLP'23, ACL'24] To speed up LLMs' inference and enhance LLM's perceive of key information, compress the prompt and KV-Cache, which achieves up to 20x compression with minimal performance loss. · GitHub
MARKDOWN	https://github.com/da-z/mlx-ui	GitHub - da-z/mlx-ui: A simple UI / Web / Frontend for MLX mlx-lm using Streamlit. · GitHub
MARKDOWN	https://arxiv.org/abs/2401.08406	[2401.08406] RAG vs Fine-tuning: Pipelines, Tradeoffs, and a Case Study on Agriculture
MARKDOWN	https://lightning.ai/lightning-ai/studios/pretrain-llms-tinyllama-1-1b	Pretrain LLMs - TinyLlama 1.1B - a Lightning template by adrian-111
MARKDOWN	https://lightning.ai/lightning-ai/studios/finetune-llm-codellama-13b	Finetune LLM - CodeLlama 13B - a Lightning template by lantiga
MARKDOWN	https://lightning.ai/lightning-ai/studios/optimized-llm-inference-api-for-mistral-7b-using-vllm?view=public&section=recent	Optimized LLM inference API for Mistral 7B using vLLM - a Lightning template by aniket
MARKDOWN	https://medium.com/@georgeanil/visualizing-size-of-large-language-models-ec576caa5557	Medium
MARKDOWN	https://huggingface.co/papers/2401.10020	Paper page - Self-Rewarding Language Models
MARKDOWN	https://s	ility.ai/news/introducing-s
MARKDOWN	https://lingo-mit.github.io/deductive-closure/	Deductive Closure Training of Language Models for Coherence, Accuracy, and Upda
MARKDOWN	https://github.com/karpathy/llama2.c	GitHub - karpathy/llama2.c: Inference Llama 2 in one file of pure C · GitHub
MARKDOWN	https://iamtrask.github.io/	i am trask
BOOKMARK	https://youtube.com/watch?v=mrKuDK9dGlg&si=I_DP61Q8lh53hQG7	LLM Fine Tuning Crash Course: 1 Hour End-to-End Guide - YouTube
MARKDOWN	https://lightning.ai/lightning-ai/studios/deploy-llm-chat-api-codellama-13b	Deploy LLM Chat API - CodeLlama 13B - a Lightning template by lantiga
SKIP-DUP	https://www.philschmid.de/fine-tune-llms-in-2024-with-trl	
MARKDOWN	https://github.com/facebookresearch/llama-recipes/blob/main/examples/Prompt_Engineering_with_Llama_2.ipynb?utm_source=twitter&utm_medium=organic_social&utm_campaign=llama&utm_content=video	Rate limit · GitHub
MARKDOWN	https://github.com/stas00/ml-engineering#pdf-version	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
MARKDOWN	https://lumiere-video.github.io/	Lumiere
MARKDOWN	https://huggingface.co/papers/2401.08406	Paper page - RAG vs Fine-tuning: Pipelines, Tradeoffs, and a Case Study on Agriculture
MARKDOWN	https://www.together.ai/	Together AI | The AI Native Cloud
MARKDOWN	https://github.com/ashishpatel26/LLM-Finetuning	GitHub - ashishpatel26/LLM-Finetuning: LLM Finetuning with peft · GitHub
BOOKMARK	https://youtu.be/mrKuDK9dGlg?si=ZJgWpR21-o4XidR6	LLM Fine Tuning Crash Course: 1 Hour End-to-End Guide - YouTube
MARKDOWN	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch03/02_bonus_efficient-multihead-attention/mha-implementations.ipynb	LLMs-from-scratch/ch03/02_bonus_efficient-multihead-attention/mha-implementations.ipynb at main · rasbt/LLMs-from-scratch · GitHub
MARKDOWN	https://github.com/OpenAccess-AI-Collective/axolotl/blob/main/examples/llama-2/qlora-fsdp.yml	axolotl/examples/llama-2/qlora-fsdp.yml at main · axolotl-ai-cloud/axolotl · GitHub
MARKDOWN	https://seeing-theory.brown.edu/	Seeing Theory
MARKDOWN	https://research.ibm.com/blog/science-expert-LLM	IBM and NASA build language models to make scientific knowledge more accessible - IBM Research
MARKDOWN	https://github.com/rasbt/LLMs-from-scratch/blob/main/appendix-D/01_main-chapter-code/appendix-D.ipynb	LLMs-from-scratch/appendix-D/01_main-chapter-code/appendix-D.ipynb at main · rasbt/LLMs-from-scratch · GitHub
MARKDOWN	https://x.ai/blog/grok-os	Open Release of Grok-1 | SpaceXAI
MARKDOWN	https://www.deeplearning.ai/short-courses/efficiently-serving-llms/	Efficiently Serving LLMs - DeepLearning.AI
MARKDOWN	https://huggingface.co/blog/cosmopedia	Cosmopedia: how to create large-scale synthetic data for pre-training Large Language Models
MARKDOWN	https://www.confident-ai.com/blog/llm-evaluation-metrics-everything-you-need-for-llm-evaluation?utm_source=substack&utm_medium=email	LLM Evaluation Metrics: The Ultimate LLM Evaluation Guide - Confident AI
MARKDOWN	https://www.dipkumar.dev/becoming-the-unbea	le/posts/gpt-kvcache/
MARKDOWN	https://github.com/mistralai-sf24/hackathon/blob/main/finetune/distributed.py	hackathon/finetune/distributed.py at main · mistralai-sf24/hackathon · GitHub
MARKDOWN	https://a16z.com/generative-ai-enterprise-2024/	16 Changes to the Way Enterprises Are Building and Buying Generative AI | Andreessen Horowitz
MARKDOWN	https://www.udacity.com/course/building-real-world-applications-with-large-language-models--cd13455	Building Real-World Applications With Large Language Models | Udacity
MARKDOWN	https://huggingface.co/docs/text-generation-inference/en/index	Text Generation Inference · Hugging Face
MARKDOWN	https://github.com/gordicaleksa/pytorch-original-transformer	GitHub - gordicaleksa/pytorch-original-transformer: My implementation of the original transformer model (Vaswani et al.). I've additionally included the playground.py file for visualizing otherwise seemingly hard concepts. Currently included IWSLT pretrain
MARKDOWN	https://github.com/google-deepmind/penzai?	=readme-ov-file
MARKDOWN	https://www.answer.ai/posts/2024-04-26-fsdp-qdora-llama3.html	Efficient finetuning of Llama 3 with FSDP QDoRA – Answer.AI
MARKDOWN	https://www.latent.space/p/fastai	The End of Finetuning — with Jeremy Howard of Fast.ai
MARKDOWN	https://www.philschmid.de/fsdp-qlora-llama3	Efficiently fine-tune Llama 3 with PyTorch FSDP and Q-Lora
MARKDOWN	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch06/01_main-chapter-code/ch06.ipynb	Rate limit · GitHub
BOOKMARK	https://youtu.be/t-0s_2uZZU0?si=XYAtebcm-9Tkdph9	Generative AI Fine Tuning LLM Models Crash Course - YouTube
MARKDOWN	https://github.com/mistralai/mistral-finetune	GitHub - mistralai/mistral-finetune · GitHub
BOOKMARK	https://youtu.be/hDa-M91MSGU?si=LkS1nNfrcqCC1wLZ	Fine-tune PaliGemma for image to JSON use cases - YouTube
MARKDOWN	https://gist.github.com/awni/773e2a12079da40a1cbc566686c84c8f	MLX LM LoRA Fine Tune.ipynb · GitHub
BOOKMARK	https://x.com/hamelhusain/status/1798353336145674483?s=46	Hamel Husain on X: ". @johnowhitaker &#x27;s talk: Napkin Math For Fine Tuning was so popular that we ended up doing an encore! He answers q&#x27;s like: - When should I use LoRA? Quantization? GC? - What’s the cheapest option? most accurate? - What hardware? - What batch size / context length ..etc?" / X
BOOKMARK	https://x.com/_philschmid/status/1798388387822317933?s=46	Philipp Schmid on X: "Creating a Pipeline for Generating Synthetic Data for Fine-Tuning Custom Embedding Models. 👀 Step 1 Create a Knowledge Base: Start with preparing your domain specific knowledge base, such as PDFs or other documents containing information. Convert the content of these documen… / X
MARKDOWN	https://github.com/davanstrien/data-for-fine-tuning-llms	GitHub - davanstrien/data-for-fine-tuning-llms · GitHub
MARKDOWN	https://mlops.systems/posts/2024-06-15-isafpr-first-finetune.html	Finetuning my first LLM(s) for structured data extraction with axolotl – Alex Strick van Linschoten
MARKDOWN	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch07/01_main-chapter-code/ch07.ipynb	LLMs-from-scratch/ch07/01_main-chapter-code/ch07.ipynb at main · rasbt/LLMs-from-scratch · GitHub
MARKDOWN	https://changes.openinterpreter.com/log/local-iii	Open Interpreter - Introducing Local III
MARKDOWN	https://huggingface.co/papers/2406.11813	Paper page - How Do Large Language Models Acquire Factual Knowledge During Pretraining?
MARKDOWN	https://github.com/OpenAccess-AI-Collective/axolotl/tree/main/examples	axolotl/examples at main · axolotl-ai-cloud/axolotl · GitHub
MARKDOWN	https://nrehiew.github.io/blog/pytorch/	Taking PyTorch for Granted | wh
MARKDOWN	https://ml-science-book.com/supervised-ml.html	2 Bare-Bones Supervised Machine Learning – Supervised Machine Learning for Science
MARKDOWN	https://github.com/stas00/ml-engineering/tree/master	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
MARKDOWN	https://www.deeplearning.ai/short-courses/intro-to-federated-learning/	Intro to Federated Learning - DeepLearning.AI
MARKDOWN	https://bentoml.com/blog/benchmarking-llm-inference-backends	Benchmarking LLM Inference Backends
MARKDOWN	https://hamel.dev/blog/posts/course/	An Open Course on LLMs, Led by Practitioners – Hamel’s Blog
SKIP-DUP	https://newsletter.maartengrootendorst.com/p/a-visual-guide-to-quantization	
MARKDOWN	https://flower.ai/	Flower: Advance Collaborative Superintelligence
BOOKMARK	https://youtu.be/kPGTx4wcm_w?si=HloQuCjHDApzBGOj	Developing an LLM: Building, Training, Finetuning - YouTube
MARKDOWN	https://www.deeplearning.ai/short-courses/improving-accuracy-of-llm-applications/	Improving Accuracy of LLM Applications - DeepLearning.AI
MARKDOWN	https://www.axios.com/2024/06/23/leopold-aschenbrenner-ai-future-silicon-valley?utm_medium=social&utm_campaign=editorial&utm_source=twitter	Leopold Aschenbrenner's "Situational Awareness": AI from now to 2034
MARKDOWN	https://github.com/Lightning-AI/litserve	GitHub - Lightning-AI/LitServe: A minimal Python framework for building custom AI inference servers with full control over logic, batching, and scaling. · GitHub
MARKDOWN	https://github.com/linkedin/Liger-Kernel	GitHub - linkedin/Liger-Kernel: Efficient Triton Kernels for LLM Training · GitHub
BOOKMARK	https://www.youtube.com/watch?v=VMj-3S1tku0&list=PPSV	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
MARKDOWN	https://distilabel.argilla.io/latest/	Distilabel Docs
MARKDOWN	https://lightning.ai/lightning-ai/studios/create-synthetic-datasets-with-llama-3-1?utm_source=akshay	Create synthetic datasets with Llama 3.1 - a Lightning template by akshay
MARKDOWN	https://v0.dev/chat	v0 by Vercel - Build Full-Stack Web Apps with AI
MARKDOWN	https://github.com/zml/zml	GitHub - zml/zml: Any model. Any hardware. Zero compromise. Built with @ziglang / @openxla / MLIR / @bazelbuild · GitHub
MARKDOWN	https://docs.ell.so/	Introduction | ell documentation
BOOKMARK	https://colab.research.google.com/drive/1T5-zKWM_5OD21QHwXHiV9ixTRR7k3iB9?usp=sharing	Google Colab
MARKDOWN	https://huggingface.co/blog/llama32	Llama can now see and run on your device - welcome Llama 3.2
MARKDOWN	https://huggingface.co/blog	Hugging Face – Blog
MARKDOWN	https://github.com/SylphAI-Inc/llm-engineer-handbook	GitHub - SylphAI-Inc/LLM-engineer-handbook: A curated list of Large Language Model resources, covering model training, serving, fine-tuning, and building LLM applications. · GitHub
MARKDOWN	https://github.com/cohere-ai/cohere-finetune	GitHub - cohere-ai/cohere-finetune: A tool that facilitates easy, efficient and high-quality fine-tuning of Cohere's models · GitHub
MARKDOWN	https://github.com/rasbt/LLMs-from-scratch?	=readme-ov-file#bonus-material
MARKDOWN	https://boards.greenhouse.io/anthropic/jobs/4406493008	Jobs at Anthropic
MARKDOWN	https://microsoft.github.io/LLM2CLIP/	LLM2CLIP: Powerful Language Model Unlock Richer Visual Representation
MARKDOWN	https://aman.ai/primers/ai/LLM/	Aman's AI Journal • Primers • Overview of Large Language Models
MARKDOWN	https://github.com/illuin-tech/colpali#community-projects	GitHub - illuin-tech/colpali: The code used to train and run inference with the ColVision models, e.g. ColPali, ColQwen2, and ColSmol. · GitHub
MARKDOWN	http://thelmbook.com/	The Hundred-Page Language Models Book by Andriy Burkov
MARKDOWN	https://github.com/adithya-s-k/AI-Engineering.academy?	=readme-ov-file#-why-choose-ai-engineering-academy
MARKDOWN	https://www.philschmid.de/fine-tune-llms-in-2025	How to fine-tune open LLMs in 2025 with Hugging Face
MARKDOWN	https://github.com/SkalskiP/vlms-zero-to-hero	GitHub - SkalskiP/vlms-zero-to-hero: This series will take you on a journey from the fundamentals of NLP and Computer Vision to the cutting edge of Vision-Language Models. · GitHub
MARKDOWN	https://simonwillison.net/2024/Dec/9/llama-33-70b/#atom-everything	I can now run a GPT-4 class model on my laptop
MARKDOWN	https://mistral.ai/news/codestral-2501/	Codestral 25.01 | Mistral AI
MARKDOWN	https://magazine.sebastianraschka.com/p/ai-research-papers-2024-part-2?utm_source=post-email-title&publication_id=1174659&post_id=153692738&utm_campaign=email-post-title&isFreemail=true&r=1csfkw&triedRedirect=true&utm_medium=email	Noteworthy AI Research Papers of 2024 (Part Two)
MARKDOWN	https://www.kaggle.com/code/iamleonie/fine-tuning-gemma-2-jpn-for-yomigana-with-lora	fine-tuning-gemma-2-jpn-for-yomigana-with-lora
MARKDOWN	https://arxiv.org/abs/2501.09223	[2501.09223] Foundations of Large Language Models
MARKDOWN	https://github.com/bespokelabsai/curator	GitHub - bespokelabsai/curator: Synthetic data curation for post-training and structured data extraction · GitHub
MARKDOWN	https://www.interconnects.ai/p/deepseek-r1-recipe-for-o1	DeepSeek R1's recipe to replicate o1 and the future of reasoning LMs
MARKDOWN	https://huggingface.co/unsloth/DeepSeek-R1-GGUF/tree/main/DeepSeek-R1-UD-IQ1_S	unsloth/DeepSeek-R1-GGUF at main
MARKDOWN	https://news.ycombinator.com/item?id=42952605	Ingesting PDFs and why Gemini 2.0 changes everything | Hacker News
MARKDOWN	https://www.answer.ai/posts/2025-02-10-modernbert-instruct.html	TIL: Masked Language Models Are Surprisingly Capable Zero-Shot Learners – Answer.AI
BOOKMARK	https://colab.research.google.com/github/huggingface/notebooks/blob/main/course/en/chapter13/grpo_finetune.ipynb	Google Colab
MARKDOWN	https://developers.googleblog.com/en/introducing-gemma3/	Introducing Gemma 3: The Developer Guide - Google Developers Blog
MARKDOWN	https://github.com/neuralmagic/guidellm	GitHub - vllm-project/guidellm: Evaluate and Enhance Your LLM Deployments for Real-World Inference Needs · GitHub
MARKDOWN	https://unsloth.ai/blog/gemma3	Fine-tune Gemma 3 with Unsloth
BOOKMARK	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/Llama3.1_(8B	Google Colab
MARKDOWN	https://huggingface.co/ds4sd/SmolDocling-256M-preview	docling-project/SmolDocling-256M-preview · Hugging Face
MARKDOWN	https://mistral.ai/news/mistral-small-3-1	Mistral Small 3.1 | Mistral AI
MARKDOWN	https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503	mistralai/Mistral-Small-3.1-24B-Instruct-2503 · Hugging Face
MARKDOWN	https://johnowhitaker.dev/essays/future-ai.html	My Thoughts on the Future of “AI” – johnowhitaker.dev
MARKDOWN	https://huggingface.co/blog/train-reranker	Training and Finetuning Reranker Models with Sentence Transformers
MARKDOWN	https://huggingface.co/reasoning-course	reasoning-course (Hugging Face Reasoning Course)
SKIP-DUP	https://www.llmstxt.new/	
MARKDOWN	https://www.alphaxiv.org/abs/2501.17161	SFT Memorizes, RL Generalizes: A Comparative Study of Foundation Model Post-training | alphaXiv
MARKDOWN	https://docs.unsloth.ai/basics/datasets-guide	Datasets Guide | Unsloth Documentation
MARKDOWN	https://docs.mistral.ai/capabilities/finetuning/classifier_factory/	Mistral Docs
SKIP-DUP	https://www.jeremykun.com/2015/04/06/markov-chain-monte-carlo-without-all-the-bullshit/	
SKIP-DUP	https://sander.ai/2025/04/15/latents.html	
MARKDOWN	https://huggingface.co/docs/inference-providers/en/index	Inference Providers · Hugging Face
BOOKMARK	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/Meta_Synthetic_Data_Llama3_2_(3B	Google Colab
MARKDOWN	https://www.latent.space/p/2025-papers	The 2025 AI Engineering Reading List - Latent.Space
MARKDOWN	https://github.com/Goekdeniz-Guelmez/mlx-lm-lora	GitHub - Goekdeniz-Guelmez/mlx-lm-lora: Train Large Language Models on MLX. · GitHub
MARKDOWN	https://mistral.ai/news/devstral	Devstral | Mistral AI
MARKDOWN	https://marin.readthedocs.io/en/latest/reports/marin-8b-retro/	Marin 8B Retro - Marin Documentation
MARKDOWN	https://github.com/jax-ml/scaling-book/	GitHub - jax-ml/scaling-book: Home for "How To Scale Your Model", a short blog-style textbook about scaling LLMs on TPUs · GitHub
MARKDOWN	https://github.com/huggingface/nanoVLM/pull/69	Implementing KV Cache for inference by ariG23498 · Pull Request #69 · huggingface/nanoVLM · GitHub
MARKDOWN	https://github.com/spiceai/spiceai	GitHub - spiceai/spiceai: Add a real-time analytics node to your operational da
BOOKMARK	https://youtu.be/HNpYAz_I4yY?si=dJlVtPt8852lCHfv	Advanced Data Prep and Visualisation Techniques for Fine-tuning LLMs - YouTube
MARKDOWN	http://deepdive.stanford.edu/quickstart	DeepDive Quick Start - DeepDive
MARKDOWN	https://deepwiki.com/	DeepWiki | AI documentation you can talk to, for every repo
MARKDOWN	https://www.deeplearning.ai/short-courses/orchestrating-workflows-for-genai-applications/	Orchestrating Workflows for GenAI Applications - DeepLearning.AI
MARKDOWN	https://keras.io/keras_hub/	KerasHub
MARKDOWN	https://unsloth.ai/docs/new/faster-moe	Fine-tune MoE Models 12x Faster with Unsloth | Unsloth Documentation
MARKDOWN	https://openrouter.ai/z-ai/glm-5	glm-5
MARKDOWN	https://modal.com/docs/examples/very_large_models	Serve very large language models (DeepSeek V3, Kimi-K2, GLM 4.7/5) | Modal Docs
MARKDOWN	https://github.com/Goekdeniz-Guelmez/mlx-lm-lora-example-notebooks/blob/main/finetuning/Qwen3_4B_Instruct_32k.ipynb	mlx-lm-lora-example-notebooks/finetuning/Qwen3_4B_Instruct_32k.ipynb at main · Goekdeniz-Guelmez/mlx-lm-lora-example-notebooks · GitHub
MARKDOWN	https://huggingface.co/datasets/uv-scripts/ocr	uv-scripts/ocr · Datasets at Hugging Face
MARKDOWN	https://huggingface.co/blog/unsloth-jobs	Train AI models with Unsloth and Hugging Face Jobs for FREE
MARKDOWN	https://complete-pathway.vizuara.ai/	10-Course AI & ML Bundle | Vizuara AI Labs
MARKDOWN	https://www.baseten.co/about-us/	Meet the engineers behind Baseten
MARKDOWN	https://github.com/AlexsJones/llmfit	GitHub - AlexsJones/llmfit: Hundreds of models & providers. One command to find what runs on your hardware. · GitHub
MARKDOWN	https://pods.vizuara.ai/	Vizuara AI Pods — Learn AI from First Principles
SKIP-DUP	https://kipp.ly/transformer-inference-arithmetic/	
MARKDOWN	https://arxiv.org/abs/2603.03075	[2603.03075] TinyIceNet: Low-Power SAR Sea Ice Segmentation for On-Board FPGA Inference
MARKDOWN	https://www.baseten.co/inference-engineering/	Inference Engineering | Baseten Books
SKIP-DUP	https://aweers.de/blog/2026/rl-for-llms/	
MARKDOWN	https://mistral.ai/news/leanstral	Leanstral: Open-Source foundation for trustworthy vibe-coding | Mistral AI
SKIP-DUP	https://rlhfbook.com/c/06-policy-gradients	
MARKDOWN	https://unsloth.ai/docs/new/studio	Introducing Unsloth Studio | Unsloth Documentation
MARKDOWN	https://huggingface.co/baidu/Qianfan-OCR	baidu/Qianfan-OCR · Hugging Face
MARKDOWN	https://unsloth.ai/docs/models/gemma-4	Gemma 4 - How to Run Locally | Unsloth Documentation
MARKDOWN	https://docs.anarchai.org/	Docs - Mesh LLM
MARKDOWN	https://unsloth.ai/docs/models/gemma-4/train	Gemma 4 Fine-tuning Guide | Unsloth Documentation
MARKDOWN	https://www.suryasure.com/articles/breaking-down-turboquant	Surya Sure
MARKDOWN	https://huggingface.co/tiiuae/Falcon-OCR	tiiuae/Falcon-OCR · Hugging Face
MARKDOWN	https://github.com/tiiuae/Falcon-Perception	GitHub - tiiuae/Falcon-Perception: Inference repo for Falcon-Perception and Falcon-OCR model, early-fusion, natively multimodal, dense Autoregressive Transformer models. · GitHub
MARKDOWN	https://machinelearningmastery.com/from-prompt-to-prediction-understanding-prefill-decode-and-the-kv-cache-in-llms/	From Prompt to Prediction: Understanding Prefill, Decode, and the KV Cache in LLMs - MachineLearningMastery.com
MARKDOWN	https://github.com/mattmireles/gemma-tuner-multimodal	GitHub - mattmireles/gemma-tuner-multimodal: Fine-tune Gemma 4 and 3n with audio, images and text on Apple Silicon, using PyTorch and Metal Performance Shaders. · GitHub
MARKDOWN	https://github.com/ARahim3/mlx-tune	GitHub - ARahim3/mlx-tune: Fine-tune LLMs on your Mac with Apple Silicon. SFT, DPO, GRPO, Vision, TTS, STT, Embedding, and OCR fine-tuning — natively on MLX. Unsloth-compatible API. · GitHub
MARKDOWN	https://inference.vizuara.ai/	Inference Engineering Workshop · Vizuara AI Labs
MARKDOWN	https://www.liquid.ai/blog/lfm2-5-vl-450m	LFM2.5-VL-450M: Structured Visual Intelligence, Edge to Cloud | Blog | Liquid AI
