record_type	word_count	url	title
markdown	490	https://www.wandb.courses/courses/training-fine-tuning-LLMs	Training LLMs Course: Discover Fine-Tuning Techniques
markdown	9464	https://sumanthrh.com/post/distributed-and-efficient-finetuning/	Everything about Distributed Training and Efficient Finetuning | Sumanth's Personal Website
bookmark	0	https://www.youtube.com/embed/zbKz4g100SQ?start=414	YouTube
markdown	2069	https://pytorch.org/blog/finetune-llms/?utm_content=278057354&utm_medium=social&utm_source=twitter&hss_channel=tw-776585502606721024	Finetune LLMs on your own consumer hardware using tools from PyTorch and Hugging Face ecosystem – PyTorch
markdown	7	https://www.chrismccormick.ai/products/fine-tuning-bert-for-ner	ChrisMcCormick.AI
markdown	424	https://github.com/kryvokhyzha/how-to-understand-bert	GitHub - kryvokhyzha/how-to-understand-bert: In this repository, I have collected different sources, visualizations, and code examples of BERT · GitHub
bookmark	0	https://youtu.be/dA-NhCtrrVE	Low-rank Adaption of Large Language Models: Explaining the Key Concepts Behind LoRA - YouTube
markdown	700	https://web.stanford.edu/~jurafsky/slp3/	Speech and Language Processing
markdown	2284	https://github.com/karpathy/nanoGPT	GitHub - karpathy/nanoGPT: The simplest, fastest repository for training/finetuning medium-sized GPTs. · GitHub
markdown	2398	https://github.com/karpathy/nanoGPT/blob/master/model.py	nanoGPT/model.py at master · karpathy/nanoGPT · GitHub
markdown	1272	https://e2eml.school/blog.html	Brandon Rohrer's blog
markdown	147	https://end-to-end-machine-learning.teachable.com/courses/enrolled/612528	Write a Neural Network Framework | End to End Machine Learning
bookmark	0	https://www.youtube.com/watch?v=VMj-3S1tku0&list=PLAqhIrjkxbuWI23v9cThsA9GvCAUhRvKZ	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
bookmark	0	https://m.youtube.com/watch?v=VMj-3S1tku0	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
markdown	13534	https://karpathy.github.io/neuralnets/	Hacker's guide to Neural Networks
markdown	2192	https://mattmazur.com/2015/03/17/a-step-by-step-backpropagation-example/	A Step by Step Backpropagation Example | Matt Mazur
markdown	3976	https://karpathy.github.io/2019/04/25/recipe/	A Recipe for Training Neural Networks
markdown	963	https://github.com/stas00/toolbox	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
markdown	6354	https://pyimagesearch.com/2022/12/26/automatic-differentiation-part-2-implementation-using-micrograd/	Automatic Differentiation Part 2: Implementation Using Micrograd - PyImageSearch
markdown	6529	https://pyimagesearch.com/2021/05/06/backpropagation-from-scratch-with-python/	Backpropagation from scratch with Python - PyImageSearch
bookmark	0	https://www.youtube.com/watch?v=QwZQrxIk6Dg&list=PLLHTzKZzVU9d_3TcHbyiAjl5qCbpJR-o0&index=2&t=1311s	03 – Inference with neural nets - YouTube
bookmark	0	https://m.youtube.com/watch?v=QwZQrxIk6Dg	03 – Inference with neural nets - YouTube
markdown	278	https://lightning.ai/pages/courses/deep-learning-fundamentals/unit-1/unit-1-1/	What is Machine Learning? | Unit 1
markdown	587	https://mapie.readthedocs.io/en/latest/index.html#	MAPIE
markdown	309	https://github.com/labmlai/annotated_deep_learning_paper_implementations	GitHub - labmlai/annotated_deep_learning_paper_implementations: 🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, 
markdown	323	https://courses.d2l.ai/berkeley-stat-157/syllabus.html	Syllabus — STAT 157, Spring 19 documentation
bookmark	0	https://www.youtube.com/watch?v=DKSZHN7jftI&list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi	Tutorial 1- Introduction to Neural Network and Deep Learning - YouTube
markdown	52509	https://machinelearningmastery.com/implement-backpropagation-algorithm-scratch-python/	How to Code a Neural Network with Backpropagation In Python (from scratch) - MachineLearningMastery.com
bookmark	0	https://www.youtube.com/watch?v=CRB266Eyjkg&list=PLZoTAELRMXVPGU70ZGsckrMdr0FteeRUi&index=6	Tutorial 6-Chain Rule of Differentiation with BackPropagation - YouTube
bookmark	0	https://www.youtube.com/watch?v=lZrIPRnoGQQ&list=PLUl4u3cNGP63oMNUHXqIUcrkS2PivhN3k&index=29&t=58s	27. Backpropagation: Find Partial Derivatives - YouTube
markdown	189	https://ocw.mit.edu/courses/mathematics/18-065-matrix-methods-in-data-analysis-signal-processing-and-machine-learning-spring-2018/video-lectures/lecture-27-backpropagation-find-partial-derivatives/	Lecture 27: Backpropagation: Find Partial Derivatives | Matrix Methods in Data Analysis, Signal Processing, and Machine Learning | Mathematics | MIT OpenCourseWare
markdown	279	https://arxiv.org/abs/1502.05767	[1502.05767] Automatic differentiation in machine learning: a survey
markdown	7	http://timvieira.github.io/blog/post/2017/08/18/backprop-is-not-just-the-chain-rule/	Backprop Is Not Just the Chain Rule
PDF document	907	http://cs231n.stanford.edu/handouts/linear-backprop.pdf	Backpropagation for a Linear Layer
markdown	1919	http://colah.github.io/posts/2015-08-Backprop/	Calculus on Computational Graphs: Backpropagation -- colah's blog
markdown	3322	https://alexander-schiendorfer.github.io/2020/02/16/automatic-differentiation.html	Automatic Differentiation for Deep Learning, by example | Connecting deep dots
PDF document	571	http://cs231n.stanford.edu/slides/2020/section_2_annotated.pdf	Backpropagation
PDF document	571	http://cs231n.stanford.edu/slides/2020/section_2_backprop.pdf	Backpropagation
markdown	7773	http://neuralnetworksanddeeplearning.com/chap2.html	Neural networks and deep learning
PDF document	13266	http://yann.lecun.com/exdb/publis/pdf/lecun-98b.pdf	Ecient BackProp
PDF document	5199	http://cs231n.stanford.edu/slides/2020/lecture_4.pdf	Lecture 4:
markdown	3375	http://people.idsia.ch/~juergen/who-invented-backpropagation.html	Who Invented Backpropagation?
bookmark	0	https://dl.acm.org/doi/book/10.5555/201784	Just a moment...
markdown	704	https://brilliant.org/practice/backpropagation-vanishing-and-exploding-gradient/?p=1	Brilliant | Your Personal Tutor for Math and Coding
markdown	2198	https://leanpub.com/pytorch	Deep Learning with PyTorch Step-by-Step [Leanpub PDF/iPad/Kindle]
markdown	5897	https://huyenchip.com/2022/01/02/real-time-machine-learning-challenges-and-solutions.html	Real-time machine learning: challenges and solutions
bookmark	0	https://courses.edx.org/courses/course-v1:MITx+6.008.1x+3T2016/course/	Course | edX
markdown	2308	https://camdavidsonpilon.github.io/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers/#using-the-book	Bayesian Methods for Hackers
bookmark	0	https://courses.edx.org/courses/course-v1:MITx+6.008.1x+3T2016/courseware/1__Probability_and_Inference/intro_prob/?activate_block_id=block-v1%3AMITx%2B6.008.1x%2B3T2016%2Btype%40sequential%2Bblock%40intro_prob	Authentication | edX
markdown	3289	https://towardsdatascience.com/guide-to-file-formats-for-machine-learning-columnar-training-inferencing-and-the-feature-store-2e0c3d18d4f9	Comparing Performance of Big Data File Formats: A Practical Guide | Towards Data Science
markdown	262	https://huggingface.co/mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis	mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis · Hugging Face
markdown	2044	https://blog.llamaindex.ai/improving-retrieval-performance-by-fine-tuning-cohere-reranker-with-llamaindex-16c0c1f9b33b	Fine-Tune Cohere Reranker for Better RAG | LlamaIndex
markdown	30	https://towardsdatascience.com/a-guide-on-12-tuning-strategies-for-production-ready-rag-applications-7ca646833439	Page not found | Towards Data Science
markdown	3045	https://www.quantamagazine.org/artificial-neural-nets-finally-yield-clues-to-how-brains-learn-20210218/	Artificial Neural Nets Finally Yield Clues to How Brains Learn | Quanta Magazine
markdown	30	https://towardsdatascience.com/backpropagation-for-people-who-are-afraid-of-math-936a2cbebed7	Page not found | Towards Data Science
markdown	709	https://statmodeling.stat.columbia.edu/2020/12/03/how-to-think-about-correlation-its-the-slope-of-the-regression-when-x-and-y-have-been-standardized/	How to think about correlation? It’s the slope of the regression when x and y have been standardized. | Statistical Modeling, Causal Inference, and Social Science
markdown	2454	https://jordivillar.com/data/sql-is-all-you-need/	SQL Is All You Need - Jordi Villar
markdown	205	https://arxiv.org/abs/2307.09288	[2307.09288] Llama 2: Open Foundation and Fine-Tuned Chat Models
markdown	1914	https://lmsys.org/blog/2023-03-30-vicuna/	Vicuna: An Open-Source Chatbot Impressing GPT-4 with 90%* ChatGPT Quality - LMSYS Org
markdown	3496	https://pytorch.org/blog/accelerating-generative-ai-2/	Accelerating Generative AI with PyTorch II: GPT, Fast – PyTorch
markdown	256	https://v0.dev/	v0 by Vercel - Build Full-Stack Web Apps with AI
markdown	1690	https://newsletter.vickiboykis.com/archive/my-favorite-use-case-for-ai-is-writing-logs/	My favorite use-case for AI is writing logs • Buttondown
markdown	13534	http://karpathy.github.io/neuralnets/	Hacker's guide to Neural Networks
markdown	1562	https://github.com/microsoft/nlp-recipes	GitHub - microsoft/nlp-recipes: Natural Language Processing Best Practices & Examples · GitHub
markdown	733	https://simonwillison.net/2025/Jun/25/gemini-cli/	Gemini CLI
markdown	698	https://simonwillison.net/2025/Jun/26/gemma-3n/	Introducing Gemma 3n: The developer guide
markdown	1654	https://slack.engineering/rebuilding-slack-com-b124c405c193	Rebuilding slack.com | Engineering at Slack
markdown	2232	http://yosinski.com/deepvis	Jason Yosinski
markdown	16790	http://neuralnetworksanddeeplearning.com/chap1.html	Neural networks and deep learning
bookmark	0	https://courses.edx.org/courses/course-v1:MITx+6.008.1x+3T2016/courseware/1__Probability_and_Inference/random_variables/	Authentication | edX
markdown	2351	https://www.jeremyjordan.me/nn-learning-rate/?utm_campaign=Revue%20newsletter&utm_medium=Newsletter&utm_source=NLP%20News	Setting the learning rate of your neural network.
markdown	7773	http://neuralnetworksanddeeplearning.com/chap2.html#proof_of_the_four_fundamental_equations_(optional	Neural networks and deep learning
markdown	16790	http://neuralnetworksanddeeplearning.com/chap1.html#implementing_our_network_to_classify_digits	Neural networks and deep learning
markdown	1	https://scs.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=99641f66-f459-4e83-af27-aaaf00fad1ff	Panopto
markdown	1	https://scs.hosted.panopto.com/Panopto/Pages/Viewer.aspx?id=80d8045f-1cf8-435d-8362-aaaf00fabe2a	Panopto
markdown	1020	https://docs.fast.ai/quick_start.html	Quick start – fastai
markdown	474	https://cs230.stanford.edu/section/4/	Section 4 (Week 4)
markdown	2092	https://github.com/balavenkatesh3322/CV-pretrained-model	GitHub - balavenkatesh3322/CV-pretrained-model: A collection of computer vision pre-trained models. · GitHub
markdown	625	http://www.inference.org.uk/mackay/itila/book.html	David MacKay: Information Theory, Inference, and Learning Algorithms: The Book
bookmark	0	https://www.youtube.com/watch?v=i94OvYb6noo&list=PLkt2uSq6rBVctENoVBg1TpCC7OQi31AlC&index=4	CS231n Winter 2016: Lecture 4: Backpropagation, Neural Networks 1 - YouTube
markdown	111	http://iamtrask.github.io/	i am trask
markdown	1664	https://eigenfoo.xyz/floating-point-deep-learning/	Floating-Point Formats and Deep Learning | George Ho
markdown	3627	https://kyunghyuncho.me/a-few-qa-from-the-course/	A few QA’s from the course F’20 <Deep Learning> – Kyunghyun Cho
markdown	212	https://arxiv.org/abs/2102.05242	[2102.05242] Patterns, predictions, and actions: A story about machine learning
markdown	5297	https://lilianweng.github.io/posts/2021-12-05-semi-supervised/	Learning with not Enough Data Part 1: Semi-Supervised Learning | Lil'Log
markdown	21	https://ai.facebook.com/blog/theseus-a-library-for-encoding-domain-knowledge-in-end-to-end-ai-models/	Error
markdown	1423	https://theorydish.blog/2021/12/16/backpropagation-%E2%89%A0-chain-rule/	Backpropagation ≠ Chain Rule – Theory Dish
markdown	4842	https://vickiboykis.com/2020/06/09/getting-machine-learning-to-production/	Getting machine learning to production | ✰Vicki Boykis✰
bookmark	0	https://www.science.org/content/article/ai-learns-write-computer-code-stunning-advance	Just a moment...
markdown	1525	https://openai.com/blog/how-should-ai-systems-behave	How should AI systems behave, and who should decide? | OpenAI
markdown	2554	https://huggingface.co/blog/falcon	The Falcon has landed in the Hugging Face ecosystem
markdown	2381	https://www.interconnects.ai/p/open-llm-company-playbook?utm_campaign=post&utm_medium=web	Open LLM company playbook - by Nathan Lambert
markdown	247	https://huggingface.co/papers/2312.11514	Paper page - LLM in a flash: Efficient Large Language Model Inference with Limited Memory
markdown	942	https://openai.com/research/weak-to-strong-generalization	Weak-to-strong generalization | OpenAI
markdown	184	https://arxiv.org/abs/2312.06550	[2312.06550] LLM360: Towards Fully Transparent Open-Source LLMs
markdown	235	https://arxiv.org/abs/2312.06585	[2312.06585] Beyond Human Data: Scaling Self-Training for Problem-Solving with Language Models
markdown	679	https://mistral.ai/news/mixtral-of-experts/	Mixtral of experts | Mistral AI
markdown	205	https://arxiv.org/abs/2305.14705	[2305.14705] Mixture-of-Experts Meets Instruction Tuning:A Winning Combination for Large Language Models
markdown	182	https://arxiv.org/abs/2401.04088	[2401.04088] Mixtral of Experts
markdown	635	https://bentoml.com/llm/	LLM Inference Handbook
markdown	5963	https://thinkingmachines.ai/blog/on-policy-distillation/	On-Policy Distillation - Thinking Machines Lab
markdown	3592	https://towardsdatascience.com/democratizing-llms-4-bit-quantization-for-optimal-llm-inference-be30cf4e0e34	Democratizing LLMs: 4-bit Quantization for Optimal LLM Inference | Towards Data Science
markdown	165	https://www.deeplearning.ai/short-courses/llmops/?utm_campaign=googlecloud3-launch&utm_medium=email&_hsmi=290334501&_hsenc=p2ANqtz-9jr1OzWwqmAssp0mRPz75TfbTXA_PFZShkcS6A5GvfJOq-ZXvfS5xdYVvTN1MZSat3Iui8MJ2H_KusyLCl8IL2zEylug&utm_content=290334501&utm_source=hs_email	LLMOps - DeepLearning.AI
markdown	2365	https://github.com/microsoft/LLMLingua	GitHub - microsoft/LLMLingua: [EMNLP'23, ACL'24] To speed up LLMs' inference and enhance LLM's perceive of key information, compress the prompt and KV-Cache, which achieves up to 20x compression with minimal performance loss. · GitHub
markdown	129	https://github.com/da-z/mlx-ui	GitHub - da-z/mlx-ui: A simple UI / Web / Frontend for MLX mlx-lm using Streamlit. · GitHub
markdown	220	https://arxiv.org/abs/2401.08406	[2401.08406] RAG vs Fine-tuning: Pipelines, Tradeoffs, and a Case Study on Agriculture
markdown	19	https://lightning.ai/lightning-ai/studios/pretrain-llms-tinyllama-1-1b	Pretrain LLMs - TinyLlama 1.1B - a Lightning template by adrian-111
markdown	17	https://lightning.ai/lightning-ai/studios/finetune-llm-codellama-13b	Finetune LLM - CodeLlama 13B - a Lightning template by lantiga
markdown	22	https://lightning.ai/lightning-ai/studios/optimized-llm-inference-api-for-mistral-7b-using-vllm?view=public&section=recent	Optimized LLM inference API for Mistral 7B using vLLM - a Lightning template by aniket
markdown	1324	https://medium.com/@georgeanil/visualizing-size-of-large-language-models-ec576caa5557	Medium
markdown	223	https://huggingface.co/papers/2401.10020	Paper page - Self-Rewarding Language Models
markdown	634	https://stability.ai/news/introducing-stable-lm-2	Introducing Stable LM 2 1.6B — Stability AI
markdown	1070	https://lingo-mit.github.io/deductive-closure/	Deductive Closure Training of Language Models for Coherence, Accuracy, and Updatability | Project page for the Deductive Closure Training.
markdown	5200	https://github.com/karpathy/llama2.c	GitHub - karpathy/llama2.c: Inference Llama 2 in one file of pure C · GitHub
markdown	111	https://iamtrask.github.io/	i am trask
bookmark	0	https://youtube.com/watch?v=mrKuDK9dGlg&si=I_DP61Q8lh53hQG7	LLM Fine Tuning Crash Course: 1 Hour End-to-End Guide - YouTube
markdown	19	https://lightning.ai/lightning-ai/studios/deploy-llm-chat-api-codellama-13b	Deploy LLM Chat API - CodeLlama 13B - a Lightning template by lantiga
markdown	2912	https://github.com/meta-llama/llama-cookbook/blob/85ea8691b46d02d22abf2c19f07dad18098ec7ad/examples/Prompt_Engineering_with_Llama_2.ipynb	Prompt_Engineering_with_Llama_2.ipynb · meta-llama/llama-cookbook (recovered @ 85ea8691)
markdown	346	https://huggingface.co/papers/2401.08406	Paper page - RAG vs Fine-tuning: Pipelines, Tradeoffs, and a Case Study on Agriculture
markdown	2061	https://www.together.ai/	Together AI | The AI Native Cloud
markdown	671	https://github.com/ashishpatel26/LLM-Finetuning	GitHub - ashishpatel26/LLM-Finetuning: LLM Finetuning with peft · GitHub
bookmark	0	https://youtu.be/mrKuDK9dGlg?si=ZJgWpR21-o4XidR6	LLM Fine Tuning Crash Course: 1 Hour End-to-End Guide - YouTube
markdown	4830	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch03/02_bonus_efficient-multihead-attention/mha-implementations.ipynb	LLMs-from-scratch/ch03/02_bonus_efficient-multihead-attention/mha-implementations.ipynb at main · rasbt/LLMs-from-scratch · GitHub
markdown	251	https://github.com/OpenAccess-AI-Collective/axolotl/blob/main/examples/llama-2/qlora-fsdp.yml	axolotl/examples/llama-2/qlora-fsdp.yml at main · axolotl-ai-cloud/axolotl · GitHub
markdown	84	https://seeing-theory.brown.edu/	Seeing Theory
markdown	593	https://research.ibm.com/blog/science-expert-LLM	IBM and NASA build language models to make scientific knowledge more accessible - IBM Research
markdown	2595	https://github.com/rasbt/LLMs-from-scratch/blob/main/appendix-D/01_main-chapter-code/appendix-D.ipynb	LLMs-from-scratch/appendix-D/01_main-chapter-code/appendix-D.ipynb at main · rasbt/LLMs-from-scratch · GitHub
markdown	177	https://x.ai/blog/grok-os	Open Release of Grok-1 | SpaceXAI
markdown	242	https://www.deeplearning.ai/short-courses/efficiently-serving-llms/	Efficiently Serving LLMs - DeepLearning.AI
markdown	2855	https://huggingface.co/blog/cosmopedia	Cosmopedia: how to create large-scale synthetic data for pre-training Large Language Models
markdown	9647	https://www.confident-ai.com/blog/llm-evaluation-metrics-everything-you-need-for-llm-evaluation?utm_source=substack&utm_medium=email	LLM Evaluation Metrics: The Ultimate LLM Evaluation Guide - Confident AI
markdown	1827	https://www.dipkumar.dev/becoming-the-unbeatable/posts/gpt-kvcache/	Speeding up the GPT - KV cache | Becoming The Unbeatable against AGI
markdown	478	https://github.com/mistralai-sf24/hackathon/blob/main/finetune/distributed.py	hackathon/finetune/distributed.py at main · mistralai-sf24/hackathon · GitHub
markdown	3692	https://a16z.com/generative-ai-enterprise-2024/	16 Changes to the Way Enterprises Are Building and Buying Generative AI | Andreessen Horowitz
markdown	145	https://www.udacity.com/course/building-real-world-applications-with-large-language-models--cd13455	Building Real-World Applications With Large Language Models | Udacity
markdown	305	https://huggingface.co/docs/text-generation-inference/en/index	Text Generation Inference · Hugging Face
markdown	2303	https://github.com/gordicaleksa/pytorch-original-transformer	GitHub - gordicaleksa/pytorch-original-transformer: My implementation of the original transformer model (Vaswani et al.). I've additionally included the playground.py file for visualizing otherwise seemingly hard concepts. Currently included IWSLT pretrain
markdown	918	https://github.com/google-deepmind/penzai?tab=readme-ov-file	GitHub - google-deepmind/penzai: A JAX research toolkit for building, editing, and visualizing neural networks. · GitHub
markdown	4046	https://www.answer.ai/posts/2024-04-26-fsdp-qdora-llama3.html	Efficient finetuning of Llama 3 with FSDP QDoRA – Answer.AI
markdown	17453	https://www.latent.space/p/fastai	The End of Finetuning — with Jeremy Howard of Fast.ai
markdown	2380	https://www.philschmid.de/fsdp-qlora-llama3	Efficiently fine-tune Llama 3 with PyTorch FSDP and Q-Lora
markdown	5345	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch06/01_main-chapter-code/ch06.ipynb	LLMs-from-scratch/ch06/01_main-chapter-code/ch06.ipynb · rasbt/LLMs-from-scratch
bookmark	0	https://youtu.be/t-0s_2uZZU0?si=XYAtebcm-9Tkdph9	Generative AI Fine Tuning LLM Models Crash Course - YouTube
bookmark	0	https://youtu.be/hDa-M91MSGU?si=LkS1nNfrcqCC1wLZ	Fine-tune PaliGemma for image to JSON use cases - YouTube
markdown	182	https://gist.github.com/awni/773e2a12079da40a1cbc566686c84c8f	MLX LM LoRA Fine Tune.ipynb · GitHub
bookmark	0	https://x.com/hamelhusain/status/1798353336145674483?s=46	Hamel Husain on X: ". @johnowhitaker &#x27;s talk: Napkin Math For Fine Tuning was so popular that we ended up doing an encore! He answers q&#x27;s like: - When should I use LoRA? Quantization? GC? - What’s the cheapest option? most accurate? - What hardwa
bookmark	0	https://x.com/_philschmid/status/1798388387822317933?s=46	Philipp Schmid on X: "Creating a Pipeline for Generating Synthetic Data for Fine-Tuning Custom Embedding Models. 👀 Step 1 Create a Knowledge Base: Start with preparing your domain specific knowledge base, such as PDFs or other documents containing informa
markdown	122	https://github.com/davanstrien/data-for-fine-tuning-llms	GitHub - davanstrien/data-for-fine-tuning-llms · GitHub
markdown	5848	https://mlops.systems/posts/2024-06-15-isafpr-first-finetune.html	Finetuning my first LLM(s) for structured data extraction with axolotl – Alex Strick van Linschoten
markdown	6826	https://github.com/rasbt/LLMs-from-scratch/blob/main/ch07/01_main-chapter-code/ch07.ipynb	LLMs-from-scratch/ch07/01_main-chapter-code/ch07.ipynb at main · rasbt/LLMs-from-scratch · GitHub
markdown	1704	https://changes.openinterpreter.com/log/local-iii	Open Interpreter - Introducing Local III
markdown	257	https://huggingface.co/papers/2406.11813	Paper page - How Do Large Language Models Acquire Factual Knowledge During Pretraining?
markdown	242	https://github.com/OpenAccess-AI-Collective/axolotl/tree/main/examples	axolotl/examples at main · axolotl-ai-cloud/axolotl · GitHub
markdown	2988	https://nrehiew.github.io/blog/pytorch/	Taking PyTorch for Granted | wh
markdown	1617	https://ml-science-book.com/supervised-ml.html	2 Bare-Bones Supervised Machine Learning – Supervised Machine Learning for Science
markdown	963	https://github.com/stas00/ml-engineering/tree/master	GitHub - stas00/ml-engineering: Machine Learning Engineering Open Book · GitHub
markdown	338	https://www.deeplearning.ai/short-courses/intro-to-federated-learning/	Intro to Federated Learning - DeepLearning.AI
markdown	2369	https://bentoml.com/blog/benchmarking-llm-inference-backends	Benchmarking LLM Inference Backends
markdown	826	https://hamel.dev/blog/posts/course/	An Open Course on LLMs, Led by Practitioners – Hamel’s Blog
markdown	134	https://flower.ai/	Flower: Advance Collaborative Superintelligence
bookmark	0	https://youtu.be/kPGTx4wcm_w?si=HloQuCjHDApzBGOj	Developing an LLM: Building, Training, Finetuning - YouTube
markdown	265	https://www.deeplearning.ai/short-courses/improving-accuracy-of-llm-applications/	Improving Accuracy of LLM Applications - DeepLearning.AI
markdown	240	https://www.axios.com/2024/06/23/leopold-aschenbrenner-ai-future-silicon-valley?utm_medium=social&utm_campaign=editorial&utm_source=twitter	Leopold Aschenbrenner's "Situational Awareness": AI from now to 2034
markdown	1090	https://github.com/Lightning-AI/litserve	GitHub - Lightning-AI/LitServe: A minimal Python framework for building custom AI inference servers with full control over logic, batching, and scaling. · GitHub
markdown	3220	https://github.com/linkedin/Liger-Kernel	GitHub - linkedin/Liger-Kernel: Efficient Triton Kernels for LLM Training · GitHub
bookmark	0	https://www.youtube.com/watch?v=VMj-3S1tku0&list=PPSV	The spelled-out intro to neural networks and backpropagation: building micrograd - YouTube
markdown	416	https://distilabel.argilla.io/latest/	Distilabel Docs
markdown	20	https://lightning.ai/lightning-ai/studios/create-synthetic-datasets-with-llama-3-1?utm_source=akshay	Create synthetic datasets with Llama 3.1 - a Lightning template by akshay
markdown	256	https://v0.dev/chat	v0 by Vercel - Build Full-Stack Web Apps with AI
markdown	718	https://github.com/zml/zml	GitHub - zml/zml: Any model. Any hardware. Zero compromise. Built with @ziglang / @openxla / MLIR / @bazelbuild · GitHub
markdown	972	https://docs.ell.so/	Introduction | ell documentation
bookmark	0	https://colab.research.google.com/drive/1T5-zKWM_5OD21QHwXHiV9ixTRR7k3iB9?usp=sharing	Google Colab
markdown	3806	https://huggingface.co/blog/llama32	Llama can now see and run on your device - welcome Llama 3.2
markdown	534	https://huggingface.co/blog	Hugging Face – Blog
markdown	2100	https://github.com/SylphAI-Inc/llm-engineer-handbook	GitHub - SylphAI-Inc/LLM-engineer-handbook: A curated list of Large Language Model resources, covering model training, serving, fine-tuning, and building LLM applications. · GitHub
markdown	3111	https://github.com/cohere-ai/cohere-finetune	GitHub - cohere-ai/cohere-finetune: A tool that facilitates easy, efficient and high-quality fine-tuning of Cohere's models · GitHub
markdown	1555	https://github.com/rasbt/LLMs-from-scratch?tab=readme-ov-file#bonus-material	GitHub - rasbt/LLMs-from-scratch: Implement a ChatGPT-like LLM in PyTorch from scratch, step by step · GitHub
markdown	610	https://boards.greenhouse.io/anthropic/jobs/4406493008	Jobs at Anthropic
markdown	1704	https://microsoft.github.io/LLM2CLIP/	LLM2CLIP: Powerful Language Model Unlock Richer Visual Representation
markdown	59691	https://aman.ai/primers/ai/LLM/	Aman's AI Journal • Primers • Overview of Large Language Models
markdown	3326	https://github.com/illuin-tech/colpali#community-projects	GitHub - illuin-tech/colpali: The code used to train and run inference with the ColVision models, e.g. ColPali, ColQwen2, and ColSmol. · GitHub
markdown	454	http://thelmbook.com/	The Hundred-Page Language Models Book by Andriy Burkov
markdown	385	https://github.com/adithya-s-k/AI-Engineering.academy?tab=readme-ov-file#-why-choose-ai-engineering-academy	GitHub - adithya-s-k/AI-Engineering.academy: Mastering Applied AI, One Concept at a Time · GitHub
markdown	3938	https://www.philschmid.de/fine-tune-llms-in-2025	How to fine-tune open LLMs in 2025 with Hugging Face
markdown	317	https://github.com/SkalskiP/vlms-zero-to-hero	GitHub - SkalskiP/vlms-zero-to-hero: This series will take you on a journey from the fundamentals of NLP and Computer Vision to the cutting edge of Vision-Language Models. · GitHub
markdown	2275	https://simonwillison.net/2024/Dec/9/llama-33-70b/#atom-everything	I can now run a GPT-4 class model on my laptop
markdown	846	https://mistral.ai/news/codestral-2501/	Codestral 25.01 | Mistral AI
markdown	5833	https://magazine.sebastianraschka.com/p/ai-research-papers-2024-part-2?utm_source=post-email-title&publication_id=1174659&post_id=153692738&utm_campaign=email-post-title&isFreemail=true&r=1csfkw&triedRedirect=true&utm_medium=email	Noteworthy AI Research Papers of 2024 (Part Two)
bookmark	0	https://www.kaggle.com/code/iamleonie/fine-tuning-gemma-2-jpn-for-yomigana-with-lora	Fine-tuning Gemma 2 JPN for Yomigana with LoRA | Kaggle
markdown	203	https://arxiv.org/abs/2501.09223	[2501.09223] Foundations of Large Language Models
markdown	2572	https://github.com/bespokelabsai/curator	GitHub - bespokelabsai/curator: Synthetic data curation for post-training and structured data extraction · GitHub
markdown	3276	https://www.interconnects.ai/p/deepseek-r1-recipe-for-o1	DeepSeek R1's recipe to replicate o1 and the future of reasoning LMs
markdown	27909	https://news.ycombinator.com/item?id=42952605	Ingesting PDFs and why Gemini 2.0 changes everything | Hacker News
markdown	2245	https://www.answer.ai/posts/2025-02-10-modernbert-instruct.html	TIL: Masked Language Models Are Surprisingly Capable Zero-Shot Learners – Answer.AI
bookmark	0	https://colab.research.google.com/github/huggingface/notebooks/blob/main/course/en/chapter13/grpo_finetune.ipynb	Google Colab
markdown	856	https://developers.googleblog.com/en/introducing-gemma3/	Introducing Gemma 3: The Developer Guide - Google Developers Blog
markdown	2243	https://github.com/neuralmagic/guidellm	GitHub - vllm-project/guidellm: Evaluate and Enhance Your LLM Deployments for Real-World Inference Needs · GitHub
markdown	1423	https://unsloth.ai/blog/gemma3	Fine-tune Gemma 3 with Unsloth
bookmark	0	https://colab.research.google.com/github/unslothai/notebooks/blob/main/nb/Llama3.1_(8B	Google Colab
markdown	1630	https://huggingface.co/ds4sd/SmolDocling-256M-preview	docling-project/SmolDocling-256M-preview · Hugging Face
markdown	561	https://mistral.ai/news/mistral-small-3-1	Mistral Small 3.1 | Mistral AI
markdown	2254	https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503	mistralai/Mistral-Small-3.1-24B-Instruct-2503 · Hugging Face
markdown	1559	https://johnowhitaker.dev/essays/future-ai.html	My Thoughts on the Future of “AI” – johnowhitaker.dev
markdown	6201	https://huggingface.co/blog/train-reranker	Training and Finetuning Reranker Models with Sentence Transformers
